user_id,action,action_type,action_detail,device_type,secs_elapsed
ot40mdgv5w,personalize,data,wishlist_content_update,Windows Desktop,11.0
ot40mdgv5w,similar_listings,data,similar_listings,Windows Desktop,798.0
ot40mdgv5w,show,view,p3,Windows Desktop,188175.0
ot40mdgv5w,show,,,Windows Desktop,2373.0
ot40mdgv5w,personalize,data,wishlist_content_update,Windows Desktop,13.0
ot40mdgv5w,show,view,p3,Windows Desktop,102452.0
ot40mdgv5w,personalize,data,wishlist_content_update,Windows Desktop,5560.0
ot40mdgv5w,show,,,Windows Desktop,73.0
ot40mdgv5w,similar_listings,data,similar_listings,Windows Desktop,1454.0
ot40mdgv5w,show,view,p3,Windows Desktop,90279.0
ot40mdgv5w,show,view,p3,Windows Desktop,9080.0
ot40mdgv5w,personalize,data,wishlist_content_update,Windows Desktop,1545.0
ot40mdgv5w,show,,,Windows Desktop,22.0
ot40mdgv5w,show,view,p3,Windows Desktop,18077.0
ot40mdgv5w,show,view,p3,Windows Desktop,23180.0
ot40mdgv5w,search_results,click,view_search_results,Windows Desktop,98088.0
ot40mdgv5w,personalize,data,wishlist_content_update,Windows Desktop,5778.0
ot40mdgv5w,show,,,Windows Desktop,64.0
ot40mdgv5w,show,view,p3,Windows Desktop,63868.0
ot40mdgv5w,personalize,data,wishlist_content_update,Windows Desktop,1353.0
ot40mdgv5w,show,,,Windows Desktop,11.0
ot40mdgv5w,similar_listings,data,similar_listings,Windows Desktop,1045.0
ot40mdgv5w,index,view,view_search_results,Windows Desktop,22172.0
ot40mdgv5w,search_results,click,view_search_results,Windows Desktop,75144.0
ot40mdgv5w,create,submit,create_user,Windows Desktop,
ot40mdgv5w,header_userpic,data,header_userpic,Windows Desktop,331.0
ot40mdgv5w,show,view,p3,Windows Desktop,68665.0
ot40mdgv5w,show,,,Windows Desktop,3056.0
ot40mdgv5w,personalize,data,wishlist_content_update,Windows Desktop,20.0
ot40mdgv5w,similar_listings,data,similar_listings,Windows Desktop,755.0
guj7f7sjve,confirm_email,click,confirm_email_link,Windows Desktop,51988.0
guj7f7sjve,update,submit,update_user_profile,Windows Desktop,222696.0
guj7f7sjve,show,view,user_profile,Windows Desktop,383.0
guj7f7sjve,update,submit,update_user_profile,Windows Desktop,49040.0
guj7f7sjve,languages_multiselect,-unknown-,-unknown-,Windows Desktop,44236.0
guj7f7sjve,phone_number_widget,-unknown-,-unknown-,Windows Desktop,790.0
guj7f7sjve,verify,-unknown-,-unknown-,Windows Desktop,18743.0
guj7f7sjve,create,submit,create_phone_numbers,Windows Desktop,27805.0
guj7f7sjve,edit,view,edit_profile,Windows Desktop,25174.0
guj7f7sjve,header_userpic,data,header_userpic,Windows Desktop,725.0
guj7f7sjve,dashboard,view,dashboard,Windows Desktop,605.0
guj7f7sjve,ask_question,submit,contact_host,Windows Desktop,1113.0
guj7f7sjve,,message_post,message_post,Windows Desktop,
x18h0fhwom,show,view,user_profile,Windows Desktop,20041.0
x18h0fhwom,create,submit,create_user,Windows Desktop,
x18h0fhwom,show_personalize,data,user_profile_content_update,Windows Desktop,828.0
x18h0fhwom,edit,view,edit_profile,Windows Desktop,19407.0
x18h0fhwom,personalize,data,wishlist_content_update,Windows Desktop,116.0
x18h0fhwom,show,,,Windows Desktop,43.0
x18h0fhwom,show,view,p3,Windows Desktop,285.0
x18h0fhwom,create,-unknown-,-unknown-,Windows Desktop,20674.0
x18h0fhwom,references,view,profile_references,Windows Desktop,25946.0
x18h0fhwom,dashboard,view,dashboard,Windows Desktop,769.0
x18h0fhwom,references,view,profile_references,Windows Desktop,4757.0
x18h0fhwom,populate_from_facebook,-unknown-,-unknown-,Windows Desktop,39998.0
x18h0fhwom,edit_verification,view,profile_verifications,Windows Desktop,2169.0
x18h0fhwom,edit,view,edit_profile,Windows Desktop,5292.0
x18h0fhwom,travel_plans_current,view,your_trips,Windows Desktop,3881.0
x18h0fhwom,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,875.0
x18h0fhwom,edit,view,edit_profile,Windows Desktop,9223.0
x18h0fhwom,languages_multiselect,-unknown-,-unknown-,Windows Desktop,55100.0
x18h0fhwom,update,submit,update_user_profile,Windows Desktop,4875.0
x18h0fhwom,show,view,user_profile,Windows Desktop,368.0
x18h0fhwom,update,submit,update_user_profile,Windows Desktop,73919.0
x18h0fhwom,edit,view,edit_profile,Windows Desktop,10790.0
x18h0fhwom,index,-unknown-,-unknown-,Windows Desktop,884.0
x18h0fhwom,ajax_image_upload,-unknown-,-unknown-,Windows Desktop,10069.0
x18h0fhwom,profile_pic,-unknown-,-unknown-,Windows Desktop,566.0
x18h0fhwom,create,submit,create_phone_numbers,Windows Desktop,15813.0
x18h0fhwom,verify,-unknown-,-unknown-,Windows Desktop,28946.0
x18h0fhwom,phone_number_widget,-unknown-,-unknown-,Windows Desktop,1169.0
x18h0fhwom,edit_verification,view,profile_verifications,Windows Desktop,10083.0
x18h0fhwom,confirm_email,click,confirm_email_link,Windows Desktop,16242.0
x18h0fhwom,edit_verification,view,profile_verifications,Windows Desktop,14571.0
x18h0fhwom,references,view,profile_references,Windows Desktop,369.0
x18h0fhwom,complete_status,-unknown-,-unknown-,Windows Desktop,582.0
x18h0fhwom,kba,-unknown-,-unknown-,Windows Desktop,24818.0
x18h0fhwom,kba_update,-unknown-,-unknown-,Windows Desktop,28894.0
x18h0fhwom,identity,-unknown-,-unknown-,Windows Desktop,11779.0
x18h0fhwom,edit_verification,view,profile_verifications,Windows Desktop,29305.0
x18h0fhwom,kba_update,-unknown-,-unknown-,Windows Desktop,33637.0
x18h0fhwom,show_personalize,data,user_profile_content_update,Windows Desktop,693.0
x18h0fhwom,edit,view,edit_profile,Windows Desktop,17102.0
x18h0fhwom,update,submit,update_user_profile,Windows Desktop,95491.0
x18h0fhwom,reviews_new,-unknown-,-unknown-,Windows Desktop,6330.0
x18h0fhwom,populate_from_facebook,-unknown-,-unknown-,Windows Desktop,32566.0
x18h0fhwom,show,view,user_profile,Windows Desktop,424910.0
x18h0fhwom,create,-unknown-,-unknown-,Windows Desktop,5838.0
x18h0fhwom,create,-unknown-,-unknown-,Windows Desktop,3540.0
x18h0fhwom,header_userpic,data,header_userpic,Windows Desktop,782.0
06pzk21x5s,index,view,view_search_results,Mac Desktop,21607.0
06pzk21x5s,lookup,,,Mac Desktop,2203.0
06pzk21x5s,header_userpic,data,header_userpic,Mac Desktop,127.0
06pzk21x5s,search_results,click,view_search_results,Mac Desktop,1134.0
06pzk21x5s,lookup,,,Mac Desktop,2438.0
06pzk21x5s,search_results,click,view_search_results,Mac Desktop,1581.0
06pzk21x5s,search_results,click,view_search_results,Mac Desktop,13917.0
06pzk21x5s,personalize,data,wishlist_content_update,Mac Desktop,32.0
06pzk21x5s,search_results,click,view_search_results,Mac Desktop,1390.0
06pzk21x5s,authenticate,submit,login,Mac Desktop,
06pzk21x5s,lookup,,,Mac Desktop,10.0
06pzk21x5s,personalize,data,wishlist_content_update,Mac Desktop,3128.0
06pzk21x5s,index,view,view_search_results,Mac Desktop,8236.0
06pzk21x5s,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,96.0
06pzk21x5s,similar_listings,data,similar_listings,Mac Desktop,1293.0
06pzk21x5s,lookup,,,Mac Desktop,992.0
06pzk21x5s,show,,,Mac Desktop,38.0
06pzk21x5s,authenticate,submit,login,Mac Desktop,241.0
06pzk21x5s,personalize,data,wishlist_content_update,Mac Desktop,1779.0
06pzk21x5s,show,view,p3,Mac Desktop,20528.0
06pzk21x5s,lookup,,,Mac Desktop,835.0
06pzk21x5s,lookup,,,Mac Desktop,1406.0
06pzk21x5s,hosting_social_proof,-unknown-,-unknown-,Mac Desktop,197.0
06pzk21x5s,search_results,click,view_search_results,Mac Desktop,12888.0
06pzk21x5s,lookup,,,Mac Desktop,1422.0
06pzk21x5s,search_results,click,view_search_results,Mac Desktop,916.0
06pzk21x5s,search_results,click,view_search_results,Mac Desktop,2711.0
06pzk21x5s,header_userpic,data,header_userpic,Mac Desktop,1564.0
6i6vq5w7z8,ajax_photo_widget_form_iframe,-unknown-,-unknown-,Mac Desktop,279.0
6i6vq5w7z8,travel_plans_current,view,your_trips,Mac Desktop,12527.0
6i6vq5w7z8,complete_status,-unknown-,-unknown-,Mac Desktop,173.0
6i6vq5w7z8,ajax_photo_widget_form_iframe,-unknown-,-unknown-,Mac Desktop,8.0
6i6vq5w7z8,ajax_photo_widget_form_iframe,-unknown-,-unknown-,Mac Desktop,18.0
6i6vq5w7z8,ajax_photo_widget_form_iframe,-unknown-,-unknown-,Mac Desktop,2.0
6i6vq5w7z8,ajax_photo_widget_form_iframe,-unknown-,-unknown-,Mac Desktop,2753.0
6i6vq5w7z8,ajax_photo_widget_form_iframe,-unknown-,-unknown-,Mac Desktop,11.0
6i6vq5w7z8,ajax_photo_widget_form_iframe,-unknown-,-unknown-,Mac Desktop,6.0
6i6vq5w7z8,profile_pic,-unknown-,-unknown-,Mac Desktop,421.0
6i6vq5w7z8,ajax_image_upload,-unknown-,-unknown-,Mac Desktop,528901.0
6i6vq5w7z8,ajax_photo_widget_form_iframe,-unknown-,-unknown-,Mac Desktop,448.0
6i6vq5w7z8,verify,-unknown-,-unknown-,Mac Desktop,29146.0
6i6vq5w7z8,create,submit,create_phone_numbers,Mac Desktop,15403.0
6i6vq5w7z8,identity,-unknown-,-unknown-,Mac Desktop,856.0
6i6vq5w7z8,callback,partner_callback,oauth_response,Mac Desktop,15689.0
6i6vq5w7z8,kba,-unknown-,-unknown-,Mac Desktop,27237.0
6i6vq5w7z8,identity,-unknown-,-unknown-,Mac Desktop,785.0
6i6vq5w7z8,confirm_email,click,confirm_email_link,Mac Desktop,76462.0
6i6vq5w7z8,index,-unknown-,-unknown-,Mac Desktop,21715.0
6i6vq5w7z8,connect,submit,oauth_login,Mac Desktop,31261.0
6i6vq5w7z8,kba_update,-unknown-,-unknown-,Mac Desktop,17864.0
6i6vq5w7z8,kba_update,-unknown-,-unknown-,Mac Desktop,32868.0
6i6vq5w7z8,kba_update,-unknown-,-unknown-,Mac Desktop,82146.0
6i6vq5w7z8,header_userpic,data,header_userpic,Mac Desktop,508.0
6i6vq5w7z8,dashboard,view,dashboard,Mac Desktop,851.0
6i6vq5w7z8,at_checkpoint,booking_request,at_checkpoint,iPhone,
6i6vq5w7z8,authenticate,submit,login,Mac Desktop,17705.0
gizwpqm0mf,multi,-unknown-,-unknown-,-unknown-,490.0
gizwpqm0mf,active,-unknown-,-unknown-,-unknown-,
h9jcr44jcy,multi,-unknown-,-unknown-,-unknown-,47.0
h9jcr44jcy,show,-unknown-,-unknown-,-unknown-,574.0
h9jcr44jcy,active,-unknown-,-unknown-,-unknown-,
v75rf76tbm,show,view,p3,iPad Tablet,3855.0
v75rf76tbm,show,view,p3,iPad Tablet,210.0
v75rf76tbm,ajax_refresh_subtotal,click,change_trip_characteristics,iPad Tablet,705.0
v75rf76tbm,personalize,data,wishlist_content_update,iPad Tablet,2660.0
v75rf76tbm,show,,,iPad Tablet,81911.0
v75rf76tbm,ajax_refresh_subtotal,click,change_trip_characteristics,iPad Tablet,2687.0
v75rf76tbm,show,view,p3,iPad Tablet,6020.0
v75rf76tbm,similar_listings,data,similar_listings,iPad Tablet,9880.0
v75rf76tbm,show,view,p3,iPad Tablet,32704.0
v75rf76tbm,ajax_refresh_subtotal,click,change_trip_characteristics,iPad Tablet,3851.0
v75rf76tbm,header_userpic,data,header_userpic,iPad Tablet,3426.0
v75rf76tbm,show,,,iPad Tablet,1223.0
v75rf76tbm,personalize,data,wishlist_content_update,iPad Tablet,8467.0
v75rf76tbm,show,view,p3,iPad Tablet,2359.0
v75rf76tbm,show,view,p3,iPad Tablet,32714.0
v75rf76tbm,personalize,data,wishlist_content_update,iPad Tablet,794.0
v75rf76tbm,create,submit,create_user,iPad Tablet,
v75rf76tbm,show,view,p3,iPad Tablet,2176.0
v75rf76tbm,ajax_refresh_subtotal,click,change_trip_characteristics,iPad Tablet,2573.0
v75rf76tbm,personalize,data,wishlist_content_update,iPad Tablet,5649.0
v75rf76tbm,show,,,iPad Tablet,6117.0
drpfxuvcfs,multi,-unknown-,-unknown-,-unknown-,38.0
drpfxuvcfs,show,-unknown-,-unknown-,-unknown-,749.0
drpfxuvcfs,active,-unknown-,-unknown-,-unknown-,
a4dnqjwzvy,create,submit,create_user,Windows Desktop,
a4dnqjwzvy,header_userpic,data,header_userpic,Windows Desktop,2836.0
gbz647z8w1,active,-unknown-,-unknown-,Android App Unknown Phone/Tablet,44.0
gbz647z8w1,show,-unknown-,-unknown-,Android App Unknown Phone/Tablet,335.0
gbz647z8w1,collections,-unknown-,-unknown-,Android App Unknown Phone/Tablet,336.0
gbz647z8w1,campaigns,-unknown-,-unknown-,Android App Unknown Phone/Tablet,493.0
gbz647z8w1,active,-unknown-,-unknown-,Android App Unknown Phone/Tablet,
gbz647z8w1,collections,-unknown-,-unknown-,Android App Unknown Phone/Tablet,1058.0
gbz647z8w1,active,-unknown-,-unknown-,Android App Unknown Phone/Tablet,14427.0
gbz647z8w1,update,-unknown-,-unknown-,Android App Unknown Phone/Tablet,6015.0
gbz647z8w1,show,-unknown-,-unknown-,Android App Unknown Phone/Tablet,3041.0
gbz647z8w1,notifications,-unknown-,-unknown-,Android App Unknown Phone/Tablet,345.0
301z3kw1e6,,message_post,message_post,Windows Desktop,4782.0
301z3kw1e6,pending,booking_request,pending,Windows Desktop,1000.0
301z3kw1e6,requested,view,p5,Windows Desktop,1161.0
301z3kw1e6,confirm_email,click,confirm_email_link,Windows Desktop,64642.0
301z3kw1e6,dashboard,view,dashboard,Windows Desktop,555.0
301z3kw1e6,requested,submit,post_checkout_action,Windows Desktop,173619.0
301z3kw1e6,requested,view,p5,Windows Desktop,402.0
301z3kw1e6,requested,view,p5,Windows Desktop,11240.0
301z3kw1e6,similar_listings,data,similar_listings,Windows Desktop,536.0
301z3kw1e6,create,submit,create_user,Windows Desktop,
301z3kw1e6,show,,,Windows Desktop,1257.0
301z3kw1e6,show,view,p3,Windows Desktop,389828.0
301z3kw1e6,personalize,data,wishlist_content_update,Windows Desktop,63.0
301z3kw1e6,header_userpic,data,header_userpic,Windows Desktop,3582.0
301z3kw1e6,create,submit,create_phone_numbers,Windows Desktop,319741.0
301z3kw1e6,verify,-unknown-,-unknown-,Windows Desktop,42226.0
vokqnbo79f,authenticate,submit,login,Mac Desktop,18554.0
vokqnbo79f,facebook_auto_login,-unknown-,-unknown-,Mac Desktop,1232.0
vokqnbo79f,authenticate,submit,login,Mac Desktop,1937.0
vokqnbo79f,hosting_social_proof,-unknown-,-unknown-,Mac Desktop,252.0
vokqnbo79f,header_userpic,data,header_userpic,Mac Desktop,200.0
vokqnbo79f,authenticate,submit,login,Mac Desktop,
fkhij5kujp,header_userpic,data,header_userpic,Mac Desktop,3429.0
fkhij5kujp,authenticate,submit,login,Mac Desktop,
fkhij5kujp,signup_login,view,signup_login_page,Mac Desktop,67826.0
u67ypekxqq,show,,,iPad Tablet,21.0
u67ypekxqq,show,view,p3,iPad Tablet,29804.0
u67ypekxqq,similar_listings,data,similar_listings,iPad Tablet,2813.0
u67ypekxqq,ajax_ldp,-unknown-,-unknown-,iPad Tablet,275.0
u67ypekxqq,personalize,data,wishlist_content_update,iPad Tablet,107951.0
u67ypekxqq,show,,,iPad Tablet,1.0
u67ypekxqq,create,submit,create_user,iPad Tablet,
u67ypekxqq,header_userpic,data,header_userpic,iPad Tablet,1511.0
u67ypekxqq,personalize,data,wishlist_content_update,iPad Tablet,24.0
u67ypekxqq,show,view,p3,iPad Tablet,111649.0
u67ypekxqq,show,,,iPad Tablet,2292.0
u67ypekxqq,personalize,data,wishlist_content_update,iPad Tablet,26.0
u67ypekxqq,calendar_tab_inner2,-unknown-,-unknown-,iPad Tablet,2424.0
u67ypekxqq,calendar_tab_inner2,-unknown-,-unknown-,iPad Tablet,6602.0
u67ypekxqq,update,-unknown-,-unknown-,iPad Tablet,116212.0
u67ypekxqq,show,,,iPad Tablet,135.0
u67ypekxqq,personalize,data,wishlist_content_update,iPad Tablet,2360.0
u67ypekxqq,show,view,p3,iPad Tablet,7557.0
u67ypekxqq,personalize,data,wishlist_content_update,iPad Tablet,2724.0
z5xoxx5z5l,multi,-unknown-,-unknown-,-unknown-,441.0
z5xoxx5z5l,show,-unknown-,-unknown-,-unknown-,174.0
z5xoxx5z5l,active,-unknown-,-unknown-,-unknown-,
o4dbywo2zn,,message_post,message_post,Windows Desktop,
o4dbywo2zn,ask_question,submit,contact_host,Windows Desktop,857.0
o4dbywo2zn,confirm_email,click,confirm_email_link,Windows Desktop,32336.0
o4dbywo2zn,dashboard,view,dashboard,Windows Desktop,955.0
o4dbywo2zn,header_userpic,data,header_userpic,Windows Desktop,526.0
oo8dua0a8x,similar_listings,data,similar_listings,Mac Desktop,22.0
oo8dua0a8x,personalize,data,wishlist_content_update,Mac Desktop,2698.0
oo8dua0a8x,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,1490.0
oo8dua0a8x,show,,,Mac Desktop,2787.0
oo8dua0a8x,personalize,data,wishlist_content_update,Mac Desktop,2811.0
oo8dua0a8x,show,view,p3,Mac Desktop,155082.0
oo8dua0a8x,index,view,view_search_results,Mac Desktop,7196.0
oo8dua0a8x,update,-unknown-,-unknown-,Mac Desktop,11786.0
oo8dua0a8x,personalize,data,wishlist_content_update,Mac Desktop,46.0
oo8dua0a8x,authenticate,submit,login,Mac Desktop,22.0
oo8dua0a8x,header_userpic,data,header_userpic,Mac Desktop,2375.0
oo8dua0a8x,authenticate,submit,login,Mac Desktop,
oo8dua0a8x,index,view,view_search_results,Mac Desktop,29288.0
oo8dua0a8x,similar_listings,data,similar_listings,Mac Desktop,14.0
oo8dua0a8x,index,view,view_search_results,Mac Desktop,31415.0
oo8dua0a8x,personalize,data,wishlist_content_update,Mac Desktop,2556.0
oo8dua0a8x,show,view,p3,Mac Desktop,17256.0
oo8dua0a8x,show,,,Mac Desktop,2244.0
oo8dua0a8x,personalize,data,wishlist_content_update,Mac Desktop,100.0
oo8dua0a8x,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,1485.0
oo8dua0a8x,similar_listings,data,similar_listings,Mac Desktop,66.0
oo8dua0a8x,update,-unknown-,-unknown-,Mac Desktop,51317.0
oo8dua0a8x,index,view,view_search_results,Mac Desktop,1659.0
oo8dua0a8x,show,view,p3,Mac Desktop,57275.0
oo8dua0a8x,personalize,data,wishlist_content_update,Mac Desktop,2237.0
oo8dua0a8x,show,,,Mac Desktop,193.0
oo8dua0a8x,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,1186.0
33jwb3h14j,languages_multiselect,-unknown-,-unknown-,Mac Desktop,45993.0
33jwb3h14j,edit,view,edit_profile,Mac Desktop,6662.0
33jwb3h14j,show,,,Mac Desktop,1262.0
33jwb3h14j,edit,view,edit_profile,Mac Desktop,5462.0
33jwb3h14j,dashboard,view,dashboard,Mac Desktop,4989.0
33jwb3h14j,confirm_email,click,confirm_email_link,Mac Desktop,34365.0
33jwb3h14j,create,submit,create_phone_numbers,Mac Desktop,7.0
33jwb3h14j,show,view,p3,Mac Desktop,3036.0
33jwb3h14j,profile_pic,-unknown-,-unknown-,Mac Desktop,568.0
33jwb3h14j,ajax_image_upload,-unknown-,-unknown-,Mac Desktop,54169.0
33jwb3h14j,create,submit,create_phone_numbers,Mac Desktop,85.0
33jwb3h14j,create,submit,create_phone_numbers,Mac Desktop,9.0
33jwb3h14j,index,-unknown-,-unknown-,Mac Desktop,1627.0
33jwb3h14j,edit,view,edit_profile,Mac Desktop,8998.0
33jwb3h14j,create,submit,create_user,Mac Desktop,
33jwb3h14j,header_userpic,data,header_userpic,Mac Desktop,839.0
33jwb3h14j,personalize,data,wishlist_content_update,Mac Desktop,78.0
33jwb3h14j,dashboard,view,dashboard,Mac Desktop,545.0
33jwb3h14j,index,view,view_search_results,Mac Desktop,51423.0
33jwb3h14j,personalize,data,wishlist_content_update,Mac Desktop,1371.0
33jwb3h14j,lookup,,,Mac Desktop,74.0
33jwb3h14j,create,submit,create_phone_numbers,Mac Desktop,17.0
33jwb3h14j,calendar_tab_inner2,-unknown-,-unknown-,Mac Desktop,65072.0
33jwb3h14j,calendar_tab_inner2,-unknown-,-unknown-,Mac Desktop,5149.0
33jwb3h14j,create,submit,create_phone_numbers,Mac Desktop,252626.0
33jwb3h14j,travel_plans_current,view,your_trips,Mac Desktop,519.0
33jwb3h14j,requested,view,p5,Mac Desktop,3634.0
33jwb3h14j,personalize,data,wishlist_content_update,Mac Desktop,14.0
33jwb3h14j,requested,submit,post_checkout_action,Mac Desktop,7012.0
33jwb3h14j,requested,view,p5,Mac Desktop,779.0
33jwb3h14j,references,view,profile_references,Mac Desktop,13765.0
33jwb3h14j,kba,-unknown-,-unknown-,Mac Desktop,10850.0
33jwb3h14j,identity,-unknown-,-unknown-,Mac Desktop,3792.0
33jwb3h14j,edit_verification,view,profile_verifications,Mac Desktop,39965.0
33jwb3h14j,update,-unknown-,-unknown-,Mac Desktop,12608.0
33jwb3h14j,travel_plans_current,view,your_trips,Mac Desktop,4659.0
33jwb3h14j,verify,-unknown-,-unknown-,Mac Desktop,22200.0
33jwb3h14j,verify,-unknown-,-unknown-,Mac Desktop,11779.0
33jwb3h14j,,message_post,message_post,Mac Desktop,33250.0
33jwb3h14j,pending,booking_request,pending,Mac Desktop,0.0
33jwb3h14j,requested,view,p5,Mac Desktop,1912.0
33jwb3h14j,requested,view,p5,Mac Desktop,14957.0
33jwb3h14j,dashboard,view,dashboard,Mac Desktop,6911.0
33jwb3h14j,edit,view,edit_profile,Mac Desktop,464823.0
33jwb3h14j,update,submit,update_user_profile,Mac Desktop,12409.0
33jwb3h14j,show,view,user_profile,Mac Desktop,375.0
33jwb3h14j,create,submit,create_phone_numbers,Mac Desktop,19.0
33jwb3h14j,update,submit,update_user_profile,Mac Desktop,5155.0
gg1gvpnh7z,,message_post,message_post,iPhone,949154.0
gg1gvpnh7z,active,-unknown-,-unknown-,-unknown-,1138705.0
gg1gvpnh7z,multi,-unknown-,-unknown-,-unknown-,58.0
gg1gvpnh7z,show,-unknown-,-unknown-,-unknown-,642.0
gg1gvpnh7z,create,-unknown-,-unknown-,-unknown-,
2feyeb1fsk,ajax_refresh_subtotal,click,change_trip_characteristics,iPad Tablet,27544.0
2feyeb1fsk,authenticate,submit,login,iPhone,49243.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,48781.0
2feyeb1fsk,confirm_email,click,confirm_email_link,iPhone,147741.0
2feyeb1fsk,index,view,your_listings,iPhone,562.0
2feyeb1fsk,header_userpic,data,header_userpic,iPhone,2789.0
2feyeb1fsk,index,view,view_search_results,iPad Tablet,65644.0
2feyeb1fsk,personalize,data,wishlist_content_update,iPad Tablet,12830.0
2feyeb1fsk,lookup,,,iPad Tablet,55.0
2feyeb1fsk,search_results,click,view_search_results,iPad Tablet,66073.0
2feyeb1fsk,search_results,click,view_search_results,iPad Tablet,32319.0
2feyeb1fsk,show,view,p3,iPad Tablet,44117.0
2feyeb1fsk,show,,,iPad Tablet,48088.0
2feyeb1fsk,personalize,data,wishlist_content_update,iPad Tablet,20.0
2feyeb1fsk,this_hosting_reviews,click,listing_reviews_page,iPad Tablet,173652.0
2feyeb1fsk,create,submit,create_user,iPad Tablet,
2feyeb1fsk,set_user,submit,create_listing,iPad Tablet,1455.0
2feyeb1fsk,manage_listing,view,manage_listing,iPad Tablet,1639.0
2feyeb1fsk,header_userpic,data,header_userpic,iPad Tablet,4255.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,27894.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,39.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,23505.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,16445.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,1524.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,1613.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,2241.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,1155.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,918.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,903.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,2272.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,1738.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,441.0
2feyeb1fsk,update,-unknown-,-unknown-,iPad Tablet,1230.0
